Emp_ID,Department,Salary,Experience,City
280,Finance,39809,2,Pune
281,Sales,91960,1,Mumbai
282,Sales,38792,4,Nashik
283,Finance,60539,6,Mumbai
284,IT,30643,6,Mumbai
285,Finance,45228,3,Mumbai
286,Sales,89746,2,Pune
287,Finance,39756,8,Pune
288,Finance,62826,3,Nashik
289,HR,80095,2,Mumbai
290,HR,78332,5,Pune
291,Sales,40853,4,Nashik
292,Sales,84983,8,Pune
293,IT,35941,3,Nashik
294,Sales,27853,6,Mumbai
295,IT,62984,9,Mumbai
296,IT,76455,8,Satara
297,Finance,78665,9,Satara
298,Finance,53168,4,Satara
299,Sales,41682,4,Nashik
300,HR,30275,7,Mumbai
301,HR,21898,4,Satara
302,IT,46229,9,Satara
303,Sales,98337,2,Pune
304,IT,83953,4,Mumbai
305,Finance,83774,4,Nashik
306,Sales,76354,7,Satara
307,Sales,98851,5,Mumbai
308,HR,87755,4,Satara
309,Sales,80761,5,Satara
310,HR,37921,3,Mumbai
311,Sales,27608,3,Satara
312,Finance,66897,3,Pune
313,IT,92807,5,Pune
314,HR,47730,6,Pune
315,HR,94038,3,Pune
316,Sales,70863,8,Mumbai
317,Sales,29820,8,Nashik
318,Sales,95647,7,Nashik
319,HR,96585,8,Satara
320,HR,41900,5,Satara
321,HR,71407,4,Pune
322,Sales,90556,1,Satara
323,Sales,66361,3,Mumbai
324,Finance,52821,7,Mumbai
325,Finance,47086,3,Pune
326,Finance,30613,2,Mumbai
327,IT,71246,8,Satara
328,Sales,23702,4,Satara
329,Sales,57717,9,Satara
330,HR,68813,1,Mumbai
331,Finance,60412,5,Nashik
332,Sales,96032,4,Nashik
333,HR,73682,3,Nashik
334,Sales,94213,6,Nashik
335,Sales,72105,3,Satara
336,HR,46401,3,Pune
337,HR,31508,2,Pune
338,HR,94408,1,Mumbai
339,IT,26899,1,Pune
340,Finance,20922,6,Nashik
341,Finance,56509,3,Mumbai
342,IT,46546,6,Pune
343,HR,27102,2,Nashik
344,HR,73473,8,Mumbai
345,IT,52705,8,Mumbai
346,Sales,41267,3,Pune
347,IT,92709,9,Mumbai
348,IT,70626,9,Nashik
349,Sales,85271,4,Nashik
350,Finance,97224,3,Nashik
351,HR,41319,7,Nashik
352,Finance,96568,6,Nashik
353,HR,23450,4,Pune
354,Finance,43190,8,Mumbai
355,IT,91209,1,Nashik
356,Finance,41254,2,Nashik
357,IT,83608,4,Mumbai
358,HR,45139,3,Pune
359,HR,51743,1,Satara
360,HR,36018,1,Pune
361,IT,90744,6,Satara
362,Sales,75776,5,Mumbai
363,IT,44570,9,Satara
364,Sales,86404,6,Nashik
365,IT,50162,9,Mumbai
366,IT,36050,1,Satara
367,IT,47132,8,Mumbai
368,IT,55918,7,Nashik
369,HR,56359,3,Mumbai
370,Sales,20523,8,Satara
371,Sales,46303,6,Pune
372,IT,74986,4,Satara
373,Sales,41818,6,Mumbai
374,Finance,78537,3,Mumbai
375,Finance,93664,5,Mumbai
376,HR,21058,1,Mumbai
377,HR,49098,8,Pune
378,HR,44500,1,Mumbai
379,Finance,64102,4,Pune
380,HR,96931,6,Satara
381,HR,44443,2,Satara
382,IT,80364,8,Mumbai
383,HR,21703,1,Satara
384,Finance,85749,5,Mumbai
385,HR,41273,9,Mumbai
386,HR,85280,4,Mumbai
387,IT,97931,4,Satara
388,IT,64962,8,Nashik
389,HR,54173,9,Nashik
390,HR,91536,6,Nashik
391,Finance,55371,5,Mumbai
392,Sales,88261,5,Nashik
393,Sales,65038,6,Satara
394,HR,97931,5,Satara
395,Sales,32074,3,Satara
396,Sales,31763,4,Mumbai
397,Sales,23764,8,Nashik
398,Finance,36839,4,Pune
399,Finance,41597,4,Pune
400,HR,67105,2,Mumbai
401,Finance,94072,8,Satara
402,Sales,66998,7,Pune
403,Finance,79072,2,Pune
404,IT,90130,9,Pune
405,Sales,62947,4,Satara
406,Sales,41958,7,Nashik
407,HR,66132,9,Pune
408,HR,60512,3,Mumbai
409,HR,66856,5,Satara
410,Finance,43320,3,Pune
411,HR,74342,7,Satara
412,HR,86661,9,Pune
413,HR,97639,5,Satara
414,Finance,79827,3,Mumbai
415,IT,96586,8,Mumbai
416,Sales,56773,1,Nashik
417,HR,74148,5,Nashik
418,IT,78108,5,Satara
419,Sales,25887,3,Pune
420,HR,63966,7,Nashik
421,HR,88620,5,Nashik
422,Finance,39216,9,Satara
423,IT,21803,1,Nashik
424,Finance,22410,5,Mumbai
425,Sales,52039,2,Pune
426,IT,58144,7,Pune
427,Finance,69560,8,Satara
428,IT,88464,7,Nashik
429,Finance,92347,5,Mumbai
430,IT,78231,2,Satara
431,IT,96446,5,Mumbai
432,Sales,43516,9,Mumbai
433,Sales,62392,6,Mumbai
434,Sales,58655,3,Pune
435,IT,31134,1,Nashik
436,IT,33406,7,Mumbai
437,Sales,94094,7,Satara
438,HR,92352,3,Satara
439,Sales,50190,3,Satara
440,Finance,57512,7,Pune
441,Sales,75988,2,Nashik
442,IT,91886,8,Satara
443,Sales,99676,6,Mumbai
444,IT,25860,9,Nashik
445,Sales,29019,9,Satara
446,Sales,70641,4,Nashik
447,HR,29147,5,Satara
448,Finance,87672,8,Nashik
449,HR,66322,5,Satara
450,IT,97633,6,Pune
451,IT,86646,3,Nashik
452,Sales,91468,7,Pune
453,IT,73455,9,Satara
454,Sales,72256,6,Mumbai
455,IT,23405,7,Satara
456,IT,94151,6,Satara
457,HR,70622,4,Mumbai
458,IT,72836,5,Mumbai
459,Finance,27142,6,Nashik
460,Finance,46907,3,Nashik
461,Finance,74202,8,Mumbai
462,IT,91266,7,Pune
463,IT,86925,3,Pune
464,Finance,39887,4,Pune
465,IT,21945,9,Nashik
466,Finance,56080,9,Mumbai
467,Sales,63673,4,Nashik
468,Finance,64480,1,Pune
469,Sales,60437,9,Pune
470,Sales,83076,7,Satara
471,IT,64439,8,Mumbai
472,HR,94993,5,Mumbai
473,HR,91976,1,Pune
474,HR,94278,2,Satara
475,IT,46052,7,Satara
476,IT,73078,3,Pune
477,Sales,56796,5,Pune
478,Sales,88858,5,Pune
479,HR,97105,1,Nashik
480,Sales,72551,3,Satara
481,IT,79097,1,Pune
482,Sales,21445,4,Satara
483,IT,71103,6,Pune
484,HR,73988,7,Satara
485,Finance,22993,5,Nashik
486,Finance,30159,8,Mumbai
487,IT,91989,6,Pune
488,Finance,79016,7,Nashik
489,HR,54578,8,Nashik
490,Sales,35316,8,Pune
491,Sales,35385,5,Nashik
492,Sales,85959,1,Mumbai
493,HR,33521,5,Mumbai
494,Finance,90659,8,Mumbai
495,HR,50746,7,Nashik
496,Finance,24533,4,Pune
497,Sales,31375,8,Pune
498,Finance,38392,4,Mumbai
499,HR,29471,9,Pune
500,Finance,85535,4,Pune
501,Sales,90001,5,Nashik
502,Sales,49150,9,Pune
503,IT,32915,9,Mumbai
504,IT,36825,2,Satara
505,Finance,49761,3,Pune
506,HR,35978,6,Pune
507,Sales,29042,6,Nashik
508,HR,55397,9,Pune
509,Finance,46213,8,Nashik
510,Finance,64245,6,Pune
511,HR,67192,6,Satara
512,IT,28798,7,Nashik
513,Finance,48353,7,Pune
514,Sales,65272,2,Satara
515,IT,85901,9,Satara
516,Finance,42319,8,Pune
517,IT,61476,6,Nashik
518,Sales,79456,6,Mumbai
519,Finance,56412,6,Satara
520,HR,96983,2,Mumbai
521,Finance,53236,3,Pune
522,HR,53814,3,Satara
523,IT,74092,9,Nashik
524,HR,83805,1,Satara
525,HR,83655,2,Nashik
526,Finance,27865,3,Mumbai
527,Finance,76660,2,Mumbai
528,Sales,61364,6,Nashik
529,IT,47066,8,Satara
530,HR,65514,2,Nashik
531,IT,60139,6,Pune
532,Sales,27061,3,Pune
533,IT,97236,9,Satara
534,IT,32813,8,Nashik
535,Finance,27979,7,Mumbai
536,IT,99829,5,Mumbai
537,Sales,26365,1,Satara
538,HR,29225,7,Satara
539,IT,53334,2,Pune
540,Sales,41336,6,Mumbai
541,Finance,47319,4,Nashik
542,HR,51204,4,Satara
543,Sales,74906,2,Pune
544,IT,29015,5,Pune
545,HR,73432,3,Nashik
546,Finance,26420,7,Pune
547,IT,68549,6,Nashik
548,IT,68957,6,Nashik
549,IT,40462,3,Mumbai
550,Finance,87027,1,Mumbai
551,HR,97608,7,Satara
552,Sales,29598,7,Pune
553,IT,98117,5,Nashik
554,IT,33955,2,Satara
555,IT,84980,1,Pune
556,IT,31174,6,Nashik
557,HR,35529,2,Pune
558,Sales,52492,8,Satara
559,Finance,89111,4,Pune
560,Finance,30562,4,Pune
561,HR,40123,5,Satara
562,IT,24590,6,Mumbai
563,HR,28435,4,Satara
564,HR,43781,9,Nashik
565,HR,21144,2,Mumbai
566,Sales,30396,9,Mumbai
567,Sales,86492,7,Pune
568,HR,80207,2,Satara
569,HR,35257,4,Mumbai
570,Sales,42986,1,Satara
571,HR,81671,4,Satara
572,Sales,82920,7,Pune
573,Sales,29681,5,Nashik
574,Finance,31481,9,Satara
575,Finance,45351,8,Satara
576,Sales,81363,1,Mumbai
577,HR,78653,6,Mumbai
578,HR,36809,3,Pune
579,HR,21313,7,Satara
580,Finance,20120,6,Satara
581,IT,50218,7,Satara
582,Sales,74831,2,Pune
583,IT,86946,5,Satara
584,IT,55219,6,Satara
585,HR,86007,7,Mumbai
586,IT,40078,9,Pune
587,HR,27124,4,Pune
588,IT,69210,2,Satara
589,Sales,86956,1,Nashik
590,Finance,62668,2,Mumbai
591,Finance,39279,2,Nashik
592,HR,92101,7,Pune
593,IT,73656,7,Satara
594,IT,21709,8,Nashik
595,IT,77524,6,Mumbai
596,IT,73076,4,Mumbai
597,IT,78234,2,Satara
598,Sales,84188,2,Mumbai
599,Finance,28583,1,Pune
600,HR,46478,9,Pune
601,IT,42791,4,Pune
602,Finance,69956,2,Nashik
603,Sales,51855,6,Mumbai
604,Sales,74921,1,Nashik
605,Sales,74469,3,Mumbai
606,Sales,41785,2,Satara
607,IT,41972,5,Pune
608,Finance,63584,5,Satara
609,HR,27625,2,Mumbai
610,IT,47774,1,Satara
611,Sales,31351,1,Pune
612,Sales,21853,3,Mumbai
613,Sales,97626,5,Mumbai
614,Sales,72249,9,Nashik
615,IT,40602,2,Pune
616,Finance,31178,7,Satara
617,HR,45296,4,Nashik
618,Finance,28232,3,Nashik
619,Finance,52081,3,Pune
620,HR,80922,9,Pune
621,Sales,84765,8,Satara
622,Sales,75013,7,Nashik
623,IT,53193,9,Mumbai
624,IT,39660,9,Pune
625,Finance,94095,9,Pune
626,HR,78648,7,Mumbai
627,HR,48869,1,Satara
628,IT,49705,7,Satara
629,Sales,42411,9,Nashik
630,IT,78265,2,Satara
631,Finance,35443,3,Nashik
632,IT,88986,6,Satara
633,Sales,46519,2,Satara
634,HR,54226,2,Nashik
635,Finance,24729,9,Nashik
636,Sales,99728,6,Mumbai
637,Finance,89129,9,Nashik
638,HR,75721,9,Nashik
639,IT,64007,2,Satara
640,IT,84887,8,Nashik
641,HR,67166,6,Mumbai
642,IT,43495,7,Satara
643,IT,63995,9,Mumbai
644,Finance,82077,9,Nashik
645,IT,71030,8,Nashik
646,IT,92130,6,Pune
647,HR,81848,3,Nashik
648,Sales,25774,5,Pune
649,HR,63553,9,Pune
650,HR,77472,9,Mumbai
651,HR,74168,3,Satara
652,HR,45650,9,Nashik
653,Sales,77143,6,Mumbai
654,HR,70447,7,Mumbai
655,Finance,95671,1,Pune
656,IT,66776,6,Mumbai
657,Finance,42288,7,Mumbai
658,IT,30578,6,Pune
659,Sales,44225,5,Satara
660,Sales,34723,7,Satara
661,HR,52314,2,Nashik
662,Sales,72070,1,Satara
663,IT,89703,9,Mumbai
664,Sales,46681,6,Mumbai
665,Finance,35870,1,Pune
666,IT,67164,3,Pune
667,Sales,86099,7,Pune
668,Sales,68856,4,Satara
669,Sales,86816,9,Satara
670,IT,51501,9,Mumbai
671,HR,45625,6,Mumbai
672,Sales,29307,5,Pune
673,Sales,30565,2,Nashik
674,Finance,99895,5,Pune
675,HR,52691,8,Nashik
676,Sales,47062,2,Nashik
677,Sales,46061,8,Satara
678,HR,25645,9,Satara
679,HR,80482,7,Satara
680,IT,31768,8,Nashik
681,IT,96417,6,Pune
682,Sales,24077,3,Mumbai
683,Finance,96340,7,Mumbai
684,IT,23513,8,Mumbai
685,IT,75292,2,Satara
686,Sales,68484,9,Satara
687,Finance,78160,5,Mumbai
688,HR,68236,1,Nashik
689,Finance,55377,4,Satara
690,Sales,64176,9,Satara
691,Finance,51993,6,Nashik
692,Sales,31071,9,Nashik
693,Sales,39304,1,Satara
694,IT,64214,9,Satara
695,Sales,38976,4,Nashik
696,Finance,57845,6,Nashik
697,Finance,86204,8,Nashik
698,IT,60603,3,Pune
699,Sales,30417,7,Pune
700,Finance,85284,3,Satara
701,HR,57636,9,Nashik
702,IT,44543,4,Mumbai
703,Sales,34274,1,Pune
704,HR,42238,7,Nashik
705,Finance,75627,5,Pune
706,HR,55530,6,Pune
707,HR,25314,8,Pune
708,IT,43116,9,Nashik
709,HR,39924,4,Mumbai
710,HR,54441,7,Mumbai
711,Sales,55578,9,Satara
712,HR,48083,7,Satara
713,Sales,45222,5,Satara
714,Finance,61470,5,Pune
715,IT,99391,5,Satara
716,HR,90939,4,Pune
717,HR,32298,5,Satara
718,Sales,41168,5,Mumbai
719,Sales,33256,8,Satara
720,IT,88825,4,Satara
721,HR,74885,3,Mumbai
722,Finance,32623,8,Nashik
723,IT,37946,7,Nashik
724,HR,82277,5,Satara
725,Finance,83698,3,Mumbai
726,HR,85444,9,Pune
727,Finance,37445,9,Satara
728,HR,67938,7,Nashik
729,Sales,75535,9,Satara
730,Finance,34504,9,Satara
731,Sales,99081,3,Nashik
732,HR,42656,9,Satara
733,Finance,81760,3,Nashik
734,Sales,29097,5,Satara
735,Finance,56670,3,Mumbai
736,Finance,30161,3,Mumbai
737,Finance,21539,9,Mumbai
738,IT,70309,2,Nashik
739,Sales,86251,7,Pune
740,Finance,93333,1,Nashik
741,Finance,20108,1,Satara
742,Sales,91185,1,Pune
743,Finance,50380,3,Nashik
744,Finance,84146,4,Pune
745,IT,77295,4,Mumbai
746,HR,80092,4,Mumbai
747,IT,47047,1,Pune
748,Sales,52903,5,Pune
749,Finance,77227,3,Pune
750,IT,75940,4,Pune
751,IT,29766,9,Pune
752,Finance,24988,7,Nashik
753,Sales,74056,5,Pune
754,HR,34150,8,Nashik
755,Sales,63984,4,Satara
756,Finance,65904,5,Nashik
757,Finance,50432,7,Mumbai
758,HR,74244,9,Mumbai
759,HR,83472,3,Mumbai
760,Finance,32552,1,Nashik
761,Sales,77109,2,Mumbai
762,HR,73648,7,Satara
763,Finance,31349,3,Mumbai
764,HR,40746,3,Pune
765,Sales,51112,9,Mumbai
766,Finance,79877,1,Satara
767,Sales,25851,6,Mumbai
768,IT,40218,3,Satara
769,HR,66125,3,Nashik
770,HR,62644,8,Satara
771,Finance,77812,8,Satara
772,Finance,88301,6,Mumbai
773,IT,34498,8,Mumbai
774,Finance,92964,3,Nashik
775,HR,37968,5,Mumbai
776,Sales,21998,2,Satara
777,Finance,36999,7,Nashik
778,IT,92491,2,Nashik
779,Sales,34541,7,Pune
780,HR,20228,8,Pune
781,Finance,70704,8,Satara
782,IT,41561,8,Nashik
783,Finance,72741,5,Pune
784,HR,23041,9,Satara
785,Finance,77055,4,Nashik
786,HR,92712,4,Mumbai
787,IT,96833,6,Pune
788,IT,71510,6,Nashik
789,HR,29536,7,Pune
790,IT,63424,7,Mumbai
791,Finance,77090,7,Satara
792,IT,24586,9,Satara
793,Sales,78311,6,Nashik
794,HR,93445,3,Mumbai
795,Finance,61005,1,Satara
796,IT,21684,9,Nashik
797,Finance,46304,5,Mumbai
798,Sales,90105,2,Satara
799,IT,53560,3,Satara
800,IT,28803,3,Pune
801,HR,95070,7,Mumbai
802,IT,95870,1,Satara
803,HR,96002,7,Satara
804,IT,70065,4,Satara
805,Finance,59683,3,Pune
806,Sales,95925,7,Satara
807,Sales,53467,7,Pune
808,IT,20646,9,Nashik
809,Finance,71918,6,Pune
810,HR,64012,8,Pune
811,Sales,55881,5,Mumbai
812,Sales,50375,8,Mumbai
813,IT,77077,8,Pune
814,Finance,95210,2,Satara
815,IT,49082,9,Mumbai
816,Finance,77043,5,Satara
817,IT,41108,9,Satara
818,Sales,20211,2,Mumbai
819,Finance,71534,2,Nashik
820,Finance,93225,6,Pune
821,IT,74764,8,Satara
822,IT,79711,3,Nashik
823,Finance,23235,3,Mumbai
824,HR,64387,7,Nashik
825,Sales,95912,9,Nashik
826,HR,27736,3,Satara
827,HR,55187,5,Pune
828,HR,96136,6,Satara
829,IT,77517,2,Satara
830,Finance,59757,9,Pune
831,HR,84701,3,Nashik
832,HR,30969,9,Satara
833,Sales,43054,3,Satara
834,Sales,74413,6,Nashik
835,HR,85899,7,Satara
836,Sales,34588,6,Pune
837,HR,50280,4,Nashik
838,Sales,53843,7,Satara
839,Finance,65678,7,Satara
840,IT,61117,8,Pune
841,Finance,31487,2,Satara
842,HR,61054,3,Pune
843,HR,21288,9,Pune
844,HR,24715,7,Satara
845,HR,26200,9,Nashik
846,Finance,50031,3,Nashik
847,IT,95704,4,Pune
848,HR,63996,3,Nashik
849,Finance,40322,4,Pune
850,Sales,46282,9,Satara
851,HR,39558,1,Satara
852,Sales,91013,4,Satara
853,HR,38648,7,Satara
854,HR,50392,6,Pune
855,Finance,41730,9,Nashik
856,IT,58283,3,Nashik
857,Finance,54034,1,Pune
858,Finance,49260,8,Satara
859,Sales,35546,6,Mumbai
860,Finance,88539,7,Satara
861,Finance,26592,8,Mumbai
862,Finance,67037,1,Pune
863,IT,54658,9,Pune
864,Sales,45152,1,Nashik
865,HR,58783,7,Pune
866,HR,28836,8,Nashik
867,Sales,72580,5,Mumbai
868,Sales,84901,6,Mumbai
869,Finance,53502,9,Pune
870,Sales,50079,2,Pune
871,Finance,88778,2,Nashik
872,Finance,27600,9,Satara
873,HR,86349,9,Satara
874,Sales,71433,5,Mumbai
875,HR,74389,4,Nashik
876,Sales,50428,7,Mumbai
877,HR,46203,3,Nashik
878,Finance,89815,6,Satara
879,Finance,64539,8,Pune
880,HR,76813,2,Mumbai
881,Finance,55709,2,Pune
882,IT,69825,8,Pune
883,HR,34603,4,Pune
884,HR,44539,5,Satara
885,Sales,26535,8,Pune
886,Finance,68536,4,Pune
887,IT,33411,4,Mumbai
888,Sales,44146,4,Satara
889,HR,71566,3,Mumbai
890,IT,46920,6,Mumbai
891,IT,54487,5,Pune
892,Finance,78602,3,Nashik
893,HR,66363,5,Nashik
894,Sales,96687,1,Pune
895,IT,46118,8,Mumbai
896,HR,47872,2,Satara
897,Finance,70652,9,Satara
898,HR,27992,6,Pune
899,Finance,99182,3,Nashik
900,HR,47014,9,Satara
901,Sales,24641,6,Mumbai
902,HR,20383,6,Satara
903,Sales,66842,6,Pune
904,Finance,50766,2,Satara
905,IT,45114,1,Pune
906,IT,25171,5,Mumbai
907,Sales,21184,4,Satara
908,HR,36060,5,Mumbai
909,HR,54606,4,Satara
910,HR,72319,9,Nashik
911,IT,24743,3,Mumbai
912,Finance,98513,9,Mumbai
913,Finance,37191,7,Nashik
914,Finance,43745,8,Mumbai
915,IT,54405,3,Nashik
916,Finance,62918,4,Mumbai
917,Sales,41143,7,Mumbai
